"측정일자","측정시간","지역","지역명","도로명","시작점","종점","기온","습도","재비산먼지 평균농도","오염범례"
"2023-04-14","13:35","인천","남동구","포구로(북→남)","인천광역시 남동구 논현동 685도","인천광역시 남동구 논현동 111-339 도","20","54","49","매우좋음"
"2023-04-14","13:47","인천","남동구","청능대로(동→서)","인천광역시 남동구 논현동 26-1 도","인천광역시 남동구 고잔동 743제","21","51","11","매우좋음"
"2023-04-14","14:07","인천","남동구","은봉로(서→동)","인천광역시 남동구 논현동 471-4도","인천광역시 남동구 논현동 26-1 도","21","51","37","매우좋음"
"2023-04-14","14:24","인천","남동구","논현로(동→서)","인천광역시 남동구 논현동 693도","인천광역시 남동구 논현동 714도","21","49","4","매우좋음"
"2023-04-14","14:41","인천","남동구","은청로(동→서)","인천광역시 남동구 고잔동 768도","인천광역시 남동구 고잔동 748도","21","49","19","매우좋음"
"2023-04-14","09:53","경기","파주시","충현로(남→북)","경기도 파주시 파주읍 봉서리 353-2도","경기도 파주시 문산읍 선유리 478-2잡","14","75","28","매우좋음"
"2023-04-14","10:00","경기","파주시","돈유2로(동→서)","경기도 파주시 문산읍 선유리 1385 도","경기도 파주시 문산읍 선유리 1381 도","15","73","127","보통"
"2023-04-14","10:05","경기","파주시","돈유로(북→남)","경기도 파주시 문산읍 선유리 1384 도","경기도 파주시 파주읍 향양리 634-4 도","15","72","139","보통"
"2023-04-14","10:11","경기","파주시","우계로(남→북)","경기도 파주시 파주읍 파주리 552-3구","경기도 파주시 문산읍 선유리 966-40답","16","73","47","매우좋음"
"2023-04-14","10:24","경기","파주시","당동2로(동→서)","경기도 파주시 문산읍 당동리 934 도","경기도 파주시 문산읍 당동리 500-9 도","16","72","183","나쁨"
"2023-04-14","10:40","경기","파주시","서영로(동→서)","경기도 파주시 문산읍 내포리 1623 도","경기도 파주시 월롱면 덕은리 772-41 도","17","72","176","나쁨"
"2023-04-14","10:47","경기","파주시","엘씨디로(서→동)","경기도 파주시 월롱면 덕은리 772-41 도","경기도 파주시 월롱면 덕은리 535-11 도","17","73","79","좋음"
"2023-04-14","10:55","경기","파주시","엘지로(동→서)","경기도 파주시 월롱면 위전리 325-1도","경기도 파주시 탄현면 낙하리 321도","18","73","75","좋음"
"2023-04-14","11:49","경기","파주시","헤이리로(북→남)","경기도 파주시 탄현면 금산리 35-1도","경기도 파주시 탄현면 성동리 639도","19","68","168","나쁨"
"2023-04-14","11:57","경기","파주시","필승로(서→동)","경기도 파주시 탄현면 성동리 639도","경기도 파주시 탄현면 법흥리 1647도","19","67","70","좋음"
"2023-04-14","12:10","경기","파주시","약산로(동→서)","경기도 파주시 탄현면 법흥리 1603도","경기도 파주시 탄현면 법흥리 1603도","19","70","108","보통"
"2023-04-14","12:13","경기","파주시","법흥로(남→북)","경기도 파주시 탄현면 법흥리 1603도","경기도 파주시 탄현면 법흥리 1648도","19","69","68","좋음"
"2023-04-14","12:18","경기","파주시","성동로(동→서)","경기도 파주시 탄현면 법흥리 1782도","경기도 파주시 탄현면 성동리 642도","19","70","101","보통"
"2023-04-14","12:23","경기","파주시","얼음실로(북→남)","경기도 파주시 탄현면 법흥리 1643도","경기도 파주시 탄현면 법흥리 1647도","19","69","14","매우좋음"
"2023-04-14","12:44","경기","파주시","평화로(서→동)","경기도 파주시 탄현면 성동리 625도","경기도 파주시 금촌동 962-22도","19","70","29","매우좋음"
"2023-04-14","","경기","파주시","돈유3로(서→동)","경기도 파주시 문산읍 선유리 1381 도","경기도 파주시 문산읍 선유리 1373-14 장","14","75","391","매우나쁨"
"2023-04-14","10:11","경기","시흥시","계수로(동→서)","경기도 시흥시 과림동 79-4도","경기도 시흥시 계수동 747-19도","17","55","23","매우좋음"
"2023-04-14","10:20","경기","시흥시","대은로(북→남)","경기도 시흥시 은행동 581도","경기도 시흥시 대야동 산1-4도","17","55","22","매우좋음"
"2023-04-14","10:28","경기","시흥시","은행로(남→북)","경기도 시흥시 은행동 600-3도","경기도 시흥시 은행동 596도","17","56","12","매우좋음"
"2023-04-14","10:39","경기","시흥시","복지로(남→북)","경기도 시흥시 신천동 809-1 도","경기도 시흥시 대야동 420-30천","17","56","14","매우좋음"
"2023-04-14","10:48","경기","시흥시","수인로(서→동)","경기도 시흥시 신천동 598-1도","경기도 시흥시 조남동 산62-2도","18","55","21","매우좋음"
"2023-04-14","11:41","경기","시흥시","동서로(동→서)","경기도 시흥시 목감동 34-2도","경기도 시흥시 월곶동 520-229도","20","53","15","매우좋음"
"2023-04-14","12:16","경기","시흥시","월곶중앙로14번길(남→북)","경기도 시흥시 월곶동 1026도","경기도 시흥시 월곶동 1022도","20","53","39","매우좋음"
"2023-04-14","12:24","경기","시흥시","월곶중앙로(서→동)","경기도 시흥시 월곶동 1030도","경기도 시흥시 월곶동 1054도","20","55","20","매우좋음"
"2023-04-14","12:41","경기","시흥시","황고개로(북→남)","경기도 시흥시 장곡동 668-1도","경기도 시흥시 거모동 1262-3도","21","45","10","매우좋음"
"2023-04-14","13:05","경기","시흥시","군자로(남→북)","경기도 시흥시 거모동 1604-1도","경기도 시흥시 월곶동 942-30도","22","42","5","매우좋음"
"2023-04-14","13:24","경기","시흥시","인선길(동→서)","경기도 시흥시 장곡동 262-4전","경기도 시흥시 장곡동 496-6도","21","42","11","매우좋음"
"2023-04-14","13:41","경기","시흥시","시청로(동→서)","경기도 시흥시 광석동 386-1도","경기도 시흥시 장현동 105도","22","37","9","매우좋음"
"2023-04-14","13:47","경기","시흥시","시흥대로(북→남)","경기도 시흥시 신천동 809도","경기도 시흥시 군자동 산42-3임","22","36","6","매우좋음"
"2023-04-14","14:09","경기","시흥시","능곡로(남→북)","경기도 시흥시 화정동 651-3 도","경기도 시흥시 능곡동 769도","23","33","24","매우좋음"
"2023-04-14","14:23","경기","시흥시","승지로(남→북)","경기도 시흥시 능곡동 784도","경기도 시흥시 능곡동 488도","22","32","21","매우좋음"
"2023-04-14","14:32","경기","시흥시","연성로(동→서)","경기도 시흥시 광석동 54-10 도","경기도 시흥시 하중동 775-11 도","22","41","3","매우좋음"
"2023-04-14","14:40","경기","시흥시","관곡지로(서→동)","경기도 시흥시 하중동 377-5도","경기도 시흥시 하상동 307-4도","22","41","69","좋음"
"2023-04-14","14:51","경기","시흥시","하중로(남→북)","경기도 시흥시 광석동 337도","경기도 시흥시 하중동 137-20도","21","41","16","매우좋음"
"2023-04-17","09:53","서울","양천구","안양천로(북→남)","서울특별시 양천구 목동 560도","서울특별시 양천구 신정동 871-30도","15","70","21","매우좋음"
"2023-04-17","10:03","서울","양천구","목동로(남→북)","서울특별시 양천구 신정동 330-8제","서울특별시 양천구 신정동 1060도","15","70","10","매우좋음"
"2023-04-17","10:14","서울","양천구","등촌로(남→북)","목동 807-5","목동 606-3","15","67","15","매우좋음"
"2023-04-17","10:22","서울","양천구","공항대로(서→동)","목동 606-18","목동 518","16","65","27","매우좋음"
"2023-04-17","11:03","서울","양천구","목동서로(북→남)","서울특별시 양천구 목동 910-2제","서울특별시 양천구 신정동 324-4도","16","55","10","매우좋음"
"2023-04-17","11:15","서울","양천구","목동동로(서→동)","서울특별시 양천구 신정동 574-1도","서울특별시 양천구 목동 910-2제","16","54","6","매우좋음"
"2023-04-17","11:34","서울","양천구","목동중앙로(남→북)","서울특별시 양천구 목동 919-1도","서울특별시 양천구 목동 136-2도","16","54","37","매우좋음"
"2023-04-17","11:45","서울","양천구","신목로(북→남)","서울특별시 양천구 목동 916-1도","서울특별시 양천구 신정동 139-2제","17","52","5","매우좋음"
"2023-04-17","10:06","경기","수원시 장안구","경수대로(북→남)","경기도 수원시 장안구 파장동 산45임","경기도 수원시 장안구 연무동 161-13 도","15","65","9","매우좋음"
"2023-04-17","10:28","경기","수원시 팔달구","장다리로(북→남)","경기도 수원시 팔달구 인계동 930천","경기도 수원시 팔달구 인계동 1075구","15","63","31","매우좋음"
"2023-04-17","10:38","경기","수원시 권선구","장다리로(북→남)","경기도 수원시 권선구 권선동 1069구","경기도 수원시 권선구 세류동 1189구","15","61","35","매우좋음"
"2023-04-17","10:47","경기","수원시 권선구","덕영대로1190번길(북→남)","경기도 수원시 권선구 권선동 1212도","경기도 수원시 권선구 권선동 1337-9 도","15","61","30","매우좋음"
"2023-04-17","10:53","경기","수원시 권선구","덕영대로1246번길(남→북)","경기도 수원시 권선구 권선동 1337-9 도","경기도 수원시 권선구 권선동 1281도","15","62","59","좋음"
"2023-04-17","11:02","경기","수원시 권선구","권광로(남→북)","경기도 수원시 권선구 권선동 1281도","경기도 수원시 팔달구 인계동 1142도","16","55","12","매우좋음"
"2023-04-17","11:08","경기","수원시 팔달구","권광로(남→북)","경기도 수원시 팔달구 인계동 1142도","경기도 수원시 팔달구 우만동 산51-6도","16","55","7","매우좋음"
"2023-04-17","11:15","경기","수원시 팔달구","광교로(남→북)","경기도 수원시 팔달구 우만동 산51-6도","경기도 수원시 팔달구 우만동 1-9임","16","55","2","매우좋음"
"2023-04-17","11:18","경기","수원시 영통구","광교로(남→북)","경기도 수원시 영통구 이의동 1381도","경기도 수원시 영통구 이의동 1223-2도","16","54","6","매우좋음"
"2023-04-17","11:34","경기","수원시 영통구","창룡대로(동→서)","경기도 수원시 영통구 이의동 1374도","경기도 수원시 영통구 이의동 0-1가","16","50","0","매우좋음"
"2023-04-17","11:41","경기","수원시 팔달구","창룡대로(동→서)","경기도 수원시 팔달구 우만동 459도","경기도 수원시 팔달구 북수동 421-1도","17","48","2","매우좋음"
"2023-04-17","11:50","경기","수원시 팔달구","중부대로(서→동)","경기도 수원시 팔달구 중동 153도","경기도 수원시 팔달구 우만동 447도","17","46","21","매우좋음"
"2023-04-17","12:02","경기","수원시 영통구","매영로(서→동)","경기도 수원시 영통구 매탄동 910도","경기도 수원시 영통구 영통동 1087도","17","42","7","매우좋음"
"2023-04-17","13:01","경기","수원시 영통구","청명북로(남→북)","경기도 수원시 영통구 영통동 1079도","경기도 수원시 영통구 영통동 1057-1도","17","39","11","매우좋음"
"2023-04-17","13:12","경기","수원시 영통구","반달로(북→남)","경기도 수원시 영통구 영통동 1055도","경기도 수원시 영통구 영통동 1055도","17","37","14","매우좋음"
"2023-04-17","13:23","경기","수원시 영통구","봉영로(남→북)","경기도 수원시 영통구 망포동 574-6 도","경기도 용인시기흥구 영덕동 829-4도","18","37","5","매우좋음"
"2023-04-17","13:37","경기","수원시 영통구","동탄원천로(북→남)","경기도 수원시 영통구 원천동 626도","경기도 수원시 영통구 매탄동 673-85 도","18","36","3","매우좋음"
"2023-04-17","13:52","경기","수원시 영통구","동탄지성로(남→북)","경기도 수원시 영통구 망포동 669-3 도","경기도 수원시 영통구 망포동 38-3 도","18","36","7","매우좋음"
"2023-04-17","13:57","경기","수원시 영통구","삼성로(남→북)","경기도 수원시 영통구 망포동 38-3 도","경기도 용인시기흥구 영덕동 889도","19","34","8","매우좋음"
"2023-04-17","14:13","경기","수원시 영통구","광교호수공원로(남→북)","경기도 수원시 영통구 원천동 147-3 도","경기도 수원시 영통구 하동 산62-13 임","19","37","6","매우좋음"
"2023-04-17","14:18","경기","수원시 영통구","도청로(동→서)","경기도 수원시 영통구 이의동 산127-27 임","경기도 수원시 영통구 이의동 1381도","18","36","5","매우좋음"
"2023-04-17","09:41","서울","영등포구","양평로(서→동)","서울특별시 영등포구 양평동 28-1천","서울특별시 영등포구 영등포동8가 86-3 도","15","59","24","매우좋음"
"2023-04-17","09:50","서울","영등포구","영신로(북→남)","서울특별시 영등포구 당산동5가 11-37도","서울특별시 영등포구 도림동 1-22도","14","59","91","좋음"
"2023-04-17","10:11","서울","영등포구","대방천로(동→서)","서울특별시 영등포구 신길동 3937-7 천","서울특별시 영등포구 도림동 273-2천","15","56","103","보통"
"2023-04-17","10:25","서울","영등포구","가마산로(서→동)","서울특별시 영등포구 대림동 774도","서울특별시 영등포구 신길동 4880도","16","54","130","보통"
"2023-04-17","10:40","서울","영등포구","도신로(동→서)","서울특별시 영등포구 신길동 98-4도","서울특별시 영등포구 대림동 647-2제","16","53","64","좋음"
"2023-04-17","10:56","서울","영등포구","신풍로(서→동)","서울특별시 영등포구 신길동 399 도","서울특별시 영등포구 신길동 4884도","17","47","83","좋음"
"2023-04-17","11:11","서울","영등포구","디지털로(남→북)","서울특별시 영등포구 대림동 1064-3 천","서울특별시 영등포구 대림동 907-32구","16","48","127","보통"
"2023-04-17","11:20","서울","영등포구","대림로(남→북)","서울특별시 영등포구 대림동 990-130도","서울특별시 영등포구 대림동 699도","17","47","86","좋음"
"2023-04-17","11:35","서울","영등포구","도림로(남→북)","서울특별시 영등포구 대림동 1053-6 천","서울특별시 영등포구 문래동4가 9-11 도","17","45","62","좋음"
"2023-04-17","12:00","서울","영등포구","당산로(남→북)","서울특별시 영등포구 문래동3가 59-1도","서울특별시 영등포구 당산동 91-2 도","17","42","35","매우좋음"
"2023-04-17","12:17","서울","영등포구","선유로(북→남)","서울특별시 영등포구 당산동 372 천","서울특별시 영등포구 문래동5가 5-1도","18","40","42","매우좋음"
"2023-04-17","12:34","서울","영등포구","영등포로(서→동)","서울특별시 영등포구 양평동2가 42-1도","서울특별시 영등포구 신길동 산168도","17","42","28","매우좋음"
"2023-04-17","12:51","서울","영등포구","신길로(북→남)","서울특별시 영등포구 영등포동1가 97-4도","서울특별시 영등포구 대림동 951-1도","17","43","36","매우좋음"
"2023-04-17","13:10","서울","영등포구","여의대방로(서→동)","서울특별시 영등포구 여의도동 523 천","서울특별시 영등포구 여의도동 87-3천","17","48","41","매우좋음"
"2023-04-17","13:30","서울","영등포구","여의서로(동→서)","서울특별시 영등포구 여의도동 8-1도","서울특별시 영등포구 여의도동 2-9도","17","47","24","매우좋음"
"2023-04-17","13:41","서울","영등포구","의사당대로(북→남)","서울특별시 영등포구 여의도동 1-1도","서울특별시 영등포구 여의도동 5도","18","46","20","매우좋음"
"2023-04-17","13:48","서울","영등포구","국제금융로(남→북)","서울특별시 영등포구 여의도동 7-21도","서울특별시 영등포구 여의도동 2-11도","17","46","57","좋음"
"2023-04-17","13:56","서울","영등포구","여의동로(서→동)","서울특별시 영등포구 여의도동 3-9도","서울특별시 영등포구 여의도동 8-1도","17","46","40","매우좋음"
"2023-04-17","14:09","서울","영등포구","여의공원로(동→서)","서울특별시 영등포구 여의도동 2-11도","서울특별시 영등포구 여의도동 1-10도","17","44","43","매우좋음"
"2023-04-17","14:18","서울","영등포구","여의나루로(서→동)","서울특별시 영등포구 여의도동 3-9도","서울특별시 영등포구 여의도동 8-13 도","18","43","27","매우좋음"
"2023-04-17","14:28","서울","영등포구","국회대로(동→서)","서울특별시 마포구 당인동 313 천","서울특별시 영등포구 양평동3가 57-5도","18","41","31","매우좋음"
"2023-04-17","10:42","서울","송파구","송파대로(북→남)","서울특별시 광진구 자양동 753-2도","서울특별시 송파구 장지동 596-21도","17","47","5","매우좋음"
"2023-04-17","11:19","서울","송파구","새말로(동→서)","서울특별시 송파구 문정동 114-2도","서울특별시 송파구 문정동 446-4 천","17","40","7","매우좋음"
"2023-04-17","11:34","서울","송파구","충민로(서→동)","서울특별시 송파구 문정동 305-24 도","서울특별시 송파구 장지동 839-7 도","17","38","33","매우좋음"
"2023-04-17","11:44","서울","송파구","송이로(남→북)","서울특별시 송파구 장지동 839-7 도","서울특별시 송파구 송파동 152-1도","17","37","19","매우좋음"
"2023-04-17","12:03","서울","송파구","마천로(서→동)","서울특별시 송파구 방이동 209-7도","서울특별시 송파구 거여동 575전","17","39","18","매우좋음"
"2023-04-17","12:36","서울","송파구","거마로(남→북)","서울특별시 송파구 거여동 20-14도","서울특별시 송파구 마천동 63-8 도","17","37","57","좋음"
"2023-04-17","12:47","서울","송파구","오금로(동→서)","서울특별시 송파구 거여동 산63-2 구","서울특별시 송파구 신천동 15도","17","38","8","매우좋음"
"2023-04-17","13:20","서울","송파구","올림픽로35길(서→동)","서울특별시 송파구 신천동 3도","서울특별시 송파구 신천동 26도","17","37","8","매우좋음"
"2023-04-17","13:27","서울","송파구","위례성대로(서→동)","서울특별시 송파구 신천동 26도","서울특별시 송파구 방이동 452-17 도","18","37","19","매우좋음"
"2023-04-17","14:15","서울","송파구","문정로(북→남)","서울특별시 송파구 마천동 산21-1 도","서울특별시 송파구 문정동 119-4 도","18","36","13","매우좋음"
"2023-04-17","14:28","서울","송파구","동남로(남→북)","서울특별시 송파구 문정동 150-14 도","서울특별시 송파구 방이동 434-1임","18","33","25","매우좋음"
"2023-04-17","14:47","서울","송파구","중대로(동→서)","서울특별시 송파구 오금동 3-6도","서울특별시 송파구 가락동 616-1천","18","34","10","매우좋음"
"2023-04-17","14:59","서울","송파구","양재대로(남→북)","서울특별시 송파구 가락동 520천","서울특별시 송파구 방이동 89-29도","19","34","4","매우좋음"
"2023-04-19","09:17","인천","서구","서곶로(북→남)","인천광역시 서구 불로동 724-14답","인천광역시 서구 가정동 590 도","17","75","14","매우좋음"
"2023-04-19","09:41","인천","서구","봉오대로(서→동)","인천광역시 서구 원창동 450-3도","인천광역시 서구 가정동 산104-9 임","18","70","1","매우좋음"
"2023-04-19","09:51","인천","서구","가정로(북→남)","인천광역시 서구 가정동 571도","인천광역시 서구 가좌동 589-1도","19","63","66","좋음"
"2023-04-19","10:10","인천","서구","봉수대로(남→북)","인천광역시 서구 가좌동 178-210도","인천광역시 서구 금곡동 516-13 도","19","60","105","보통"
"2023-04-19","10:37","인천","서구","염곡로(북→남)","인천광역시 서구 연희동 132-12 도","인천광역시 서구 가좌동 589-1도","20","58","38","매우좋음"
"2023-04-19","11:10","인천","서구","장고개로(남→북)","인천광역시 서구 가좌동 180-170도","인천광역시 서구 가좌동 2-1잡","21","56","18","매우좋음"
"2023-04-19","11:17","인천","서구","건지로(동→서)","인천광역시 서구 가좌동 산144임","인천광역시 서구 석남동 647-2 도","22","54","18","매우좋음"
"2023-04-19","11:25","인천","서구","석남로(서→동)","인천광역시 서구 석남동 223-114 도","인천광역시 서구 석남동 622 도","21","54","420","매우나쁨"
"2023-04-19","13:07","인천","서구","율도로(동→서)","인천광역시 서구 석남동 597도","인천광역시 서구 석남동 산117-15 도","25","41","17","매우좋음"
"2023-04-19","13:14","인천","서구","원창로(서→동)","인천광역시 서구 원창동 410-10도","인천광역시 서구 가정동 578도","25","42","27","매우좋음"
"2023-04-19","13:59","경기","김포시","양곡로(동→서)","경기도 김포시 운양동 1210-3임","경기도 김포시 양촌읍 양곡리 371-25도","25","37","11","매우좋음"
"2023-04-19","14:06","경기","김포시","양곡4로(서→동)","경기도 김포시 구래동 5403도","경기도 김포시 양촌읍 양곡리 1503 도","25","37","382","매우나쁨"
"2023-04-19","14:16","경기","김포시","양곡2로(북→남)","경기도 김포시 양촌읍 양곡리 248-3 답","경기도 김포시 구래동 5419전","26","37","19","매우좋음"
"2023-04-19","14:20","경기","김포시","김포한강7로(북→남)","경기도 김포시 구래동 5419전","경기도 김포시 구래동 6906도","27","36","12","매우좋음"
"2023-04-19","14:28","경기","김포시","김포한강8로(북→남)","경기도 김포시 구래동 6900도","경기도 김포시 마산동 692도","26","37","26","매우좋음"
"2023-04-19","14:41","경기","김포시","김포한강9로(남→북)","경기도 김포시 구래동 6900도","경기도 김포시 구래동 5115도","27","36","32","매우좋음"
"2023-04-19","14:57","경기","김포시","황금1로(북→남)","경기도 김포시 대곶면 대능리 90-7전","경기도 김포시 양촌읍 대포리 322-88 답","27","37","38","매우좋음"
"2023-04-19","15:11","경기","김포시","황금로(서→동)","경기도 김포시 양촌읍 학운리 447-131 도","경기도 김포시 양촌읍 대포리 35-2 답","27","37","18","매우좋음"
"2023-04-19","15:16","경기","김포시","황금1로80번길(동→서)","경기도 김포시 양촌읍 학운리 3140 도","경기도 김포시 양촌읍 학운리 3126 도","27","37","10","매우좋음"
"2023-04-19","09:23","경기","고양시 일산동구","호수로(남→북)","경기도 고양시일산동구 백석동 929-1 천","경기도 고양시일산동구 장항동 1519도","17","100","10","매우좋음"
"2023-04-19","09:32","경기","고양시 일산서구","호수로(동→서)","경기도 고양시일산서구 주엽동 167도","경기도 고양시일산서구 대화동 2513도","18","99","13","매우좋음"
"2023-04-19","09:54","경기","고양시 일산서구","고양대로(서→동)","경기도 고양시일산서구 법곳동 740천","경기도 고양시일산서구 일산동 1653도","19","97","21","매우좋음"
"2023-04-19","10:10","경기","고양시 일산동구","고양대로(서→동)","경기도 고양시일산동구 중산동 1678도","경기도 고양시덕양구 주교동 산170도","20","85","32","매우좋음"
"2023-04-19","10:15","경기","고양시 일산동구","무궁화로(동→서)","경기도 고양시일산동구 식사동 784-4도","경기도 고양시일산동구 장항동 1518도","20","83","37","매우좋음"
"2023-04-19","10:31","경기","고양시 일산서구","고봉로(남→북)","경기도 고양시일산서구 주엽동 167도","경기도 고양시일산동구 성석동 1305-7도","21","79","15","매우좋음"
"2023-04-19","11:24","경기","고양시 일산서구","경의로(북→남)","경기도 고양시일산서구 덕이동 319-2도","경기도 고양시일산서구 일산동 1412도","23","58","15","매우좋음"
"2023-04-19","11:36","경기","고양시 일산동구","경의로(북→남)","경기도 고양시일산동구 정발산동 1414도","경기도 고양시일산동구 백석동 1508도","23","58","18","매우좋음"
"2023-04-19","11:51","경기","고양시 일산동구","일산로(남→북)","경기도 고양시일산동구 백석동 1508도","경기도 고양시일산동구 정발산동 1486도","23","57","24","매우좋음"
"2023-04-19","12:05","경기","고양시 일산서구","일산로(동→서)","경기도 고양시일산서구 일산동 1485도","경기도 고양시일산서구 대화동 2560도","24","55","14","매우좋음"
"2023-04-19","12:19","경기","고양시 일산서구","중앙로(서→동)","경기도 고양시일산서구 가좌동 157-12도","경기도 고양시일산서구 주엽동 166도","24","56","24","매우좋음"
"2023-04-19","12:25","경기","고양시 일산동구","중앙로(북→남)","경기도 고양시일산동구 정발산동 1603도","경기도 고양시일산동구 백석동 1632-2구","24","55","17","매우좋음"
"2023-04-19","12:44","경기","고양시 일산동구","백석로(동→서)","경기도 고양시일산동구 백석동 1401 도","경기도 고양시일산동구 백석동 1508도","25","52","44","매우좋음"
"2023-04-19","12:49","경기","고양시 일산동구","강촌로(서→동)","경기도 고양시일산동구 백석동 1508도","경기도 고양시일산동구 마두동 1113도","25","53","42","매우좋음"
"2023-04-19","13:00","경기","고양시 일산동구","백마로(동→서)","경기도 고양시일산동구 식사동 491-51 도","경기도 고양시일산동구 장항동 537-43도","26","49","13","매우좋음"
"2023-04-19","13:07","경기","고양시 일산동구","정발산로(서→동)","경기도 고양시일산동구 장항동 1518도","경기도 고양시일산동구 마두동 1099도","25","50","36","매우좋음"
"2023-04-19","13:21","경기","고양시 일산서구","강선로(북→남)","경기도 고양시일산서구 일산동 1408도","경기도 고양시일산서구 주엽동 170도","26","47","16","매우좋음"
